,feature,importance_gain,importance_split,trn_score,run
110,FLAG_DOCUMENT_18,259.77596855163574,24,0.6974011254246497,45
111,FLAG_DOCUMENT_19,8.351030349731445,1,0.6974011254246497,45
112,FLAG_DOCUMENT_20,147.76110935211182,16,0.6974011254246497,45
113,FLAG_DOCUMENT_21,0.0,0,0.6974011254246497,45
114,AMT_REQ_CREDIT_BUREAU_HOUR,199.18210983276367,19,0.6974011254246497,45
115,AMT_REQ_CREDIT_BUREAU_DAY,49.397079944610596,6,0.6974011254246497,45
116,AMT_REQ_CREDIT_BUREAU_WEEK,358.4868025779724,39,0.6974011254246497,45
117,AMT_REQ_CREDIT_BUREAU_MON,949.1530034542084,102,0.6974011254246497,45
118,AMT_REQ_CREDIT_BUREAU_QRT,772.8036957979202,88,0.6974011254246497,45
119,AMT_REQ_CREDIT_BUREAU_YEAR,3092.4820352494717,321,0.6974011254246497,45
0,NAME_CONTRACT_TYPE,249.04841077327728,34,0.7002162223143277,46
1,CODE_GENDER,421.4592096209526,89,0.7002162223143277,46
2,FLAG_OWN_CAR,253.58925104141235,38,0.7002162223143277,46
3,FLAG_OWN_REALTY,476.5583664178848,70,0.7002162223143277,46
4,CNT_CHILDREN,671.002144664526,74,0.7002162223143277,46
5,AMT_INCOME_TOTAL,5345.142862170935,584,0.7002162223143277,46
6,AMT_CREDIT,6145.413174420595,663,0.7002162223143277,46
7,AMT_ANNUITY,6789.3136100173,686,0.7002162223143277,46
8,AMT_GOODS_PRICE,4225.9285733401775,417,0.7002162223143277,46
9,NAME_TYPE_SUITE,292.6425590515137,33,0.7002162223143277,46
10,NAME_INCOME_TYPE,72.19539022445679,8,0.7002162223143277,46
11,NAME_EDUCATION_TYPE,189.1605920791626,20,0.7002162223143277,46
12,NAME_FAMILY_STATUS,247.4150996208191,24,0.7002162223143277,46
13,NAME_HOUSING_TYPE,481.06822395324707,51,0.7002162223143277,46
14,REGION_POPULATION_RELATIVE,5220.6221070587635,531,0.7002162223143277,46
15,DAYS_BIRTH,7702.291409730911,786,0.7002162223143277,46
16,DAYS_EMPLOYED,8104.4695998728275,835,0.7002162223143277,46
